refno,type,text
vetalkatha_vetalkatha_L1755,prose,"यत् प्रवृत्तम् तत् राजानम् निवेद्य चन्द्रशेखरः अवदत् - ""महाराज! त्रयः अपि सिंहासनस्य उत्तराधिकारिताम् प्राप्तुम् अर्हाः एव।"
vetalkatha_vetalkatha_L1756,prose,त्रयाणाम् अपि योग्यता समाना।
vetalkatha_vetalkatha_L1757,prose,"एवम् स्थिते, कश्चित् एकः राजत्वेन घोषितः चेत् अपरयोः अन्याय्यम् भविष्यति"" इति।"
vetalkatha_vetalkatha_L1758,prose,"राजा वर्धितचिन्तः सन् मन्त्रिणम् उक्तवान् - ""मन्त्रिवर्य! समस्या इतः अपि जटिला एव जायमाना अस्ति।"
vetalkatha_vetalkatha_L1759,prose,"इदानीम् किम् करवाम?"" इति।"
vetalkatha_vetalkatha_L1760,prose,"क्षणम् विचिन्त्य मन्त्री अवदत् - ""महाराज! एतदर्थम् अस्ति कश्चन उपायः।"
vetalkatha_vetalkatha_L1761,prose,यदि भवतः अनुज्ञा स्यात् तर्हि अहम् भवतः स्नुषाभिः सह एकान्ते मिलेयम्।
vetalkatha_vetalkatha_L1762,prose,"मम प्रश्नानाम् उत्तरम् यत् ताभिः दीयेत तदाधारेण निर्णेतुम् शक्यम् स्यात् यत् भाविनि काले कः राजा करणीयः इति"" इति।"
vetalkatha_vetalkatha_L1763,prose,"तदा राजा अवदत् - ""यत् यत् इष्यते तत् सर्वम् शीघ्रम् एव करोतु भवान्।"
vetalkatha_vetalkatha_L1764,prose,"मम एषा समस्या तु अचिरात् निवारिता भवेत् एव"" इति।"
vetalkatha_vetalkatha_L1765,prose,"राज्ञः अनुज्ञाम् प्राप्य मन्त्री आदौ जयस्य पत्नीम् प्रकोष्ठम् आनाय्य अपृच्छत् - ""देवि! भवत्याः पतिः राजा यदि न क्रियेत तर्हि किम् कुर्यात् भवती?"" इति।"
vetalkatha_vetalkatha_L1766,prose,"एतत् श्रुत्वा जयस्य पत्नी निराशा सती क्षीणस्वरेण अवदत् - ""राजत्वम् तु भाग्यवशात् प्राप्यते।"
vetalkatha_vetalkatha_L1767,prose,"यदि तत् भाग्यम् मम पत्युः ललाटे लिखितम् न स्यात् तर्हि मौनेन स्थितिः एव गतिः मम"" इति।"
vetalkatha_vetalkatha_L1768,prose,एतदनन्तरम् विजयस्य पत्नी प्रकोष्ठम् आगता।
vetalkatha_vetalkatha_L1769,prose,मन्त्री ताम् अपि पूर्वतनम् एव प्रश्नम् अपृच्छत्।
vetalkatha_vetalkatha_L1770,prose,"एतत् श्रुत्वा विजयस्य पत्नी अपि खेदेन अवदत् - ""किम् करवाणि? भगवान् मम प्रार्थनाम् न पुरस्कृतवान् इति चिन्तयन्ती अहम् पश्चात्तापम् अनुभविष्यामि।"
vetalkatha_vetalkatha_L1771,prose,"मम श्रद्धायाम् भक्त्याम् च कोऽपि लोपः अस्ति इति अहम् चिन्तयिष्यामि"" इति।"
vetalkatha_vetalkatha_L1772,prose,अन्ते अजयस्य पत्नी आगता।
vetalkatha_vetalkatha_L1773,prose,"अन्ये इव एताम् अपि मन्त्री यदा अपृच्छत् तदा झटिति एव सा अवदत् - ""मम पत्युः राजत्वस्य अप्राप्तेः प्रसङ्गः एव न अस्ति।"
vetalkatha_vetalkatha_L1774,prose,अहम् मम पत्युः शक्तिम् सामर्थ्यम् कौशलम् च सम्यक् जानामि।
